894,117.5,-264.5,-229
895,176.5,-264.5,-229
896,117.5,-323.5,-171
897,176.5,-323.5,-171
898,117.5,-264.5,-171
899,176.5,-264.5,-171
900,117.5,-323.5,-113
901,176.5,-323.5,-113
902,117.5,-264.5,-113
903,176.5,-264.5,-113
904,117.5,-323.5,-55
905,176.5,-323.5,-55
906,117.5,-264.5,-55
907,176.5,-264.5,-55
908,117.5,-323.5,3
909,176.5,-323.5,3
910,117.5,-264.5,3
911,176.5,-264.5,3
912,117.5,-323.5,61
913,176.5,-323.5,61
914,117.5,-264.5,61
915,176.5,-264.5,61
916,117.5,-323.5,119
917,176.5,-323.5,119
918,117.5,-264.5,119
919,176.5,-264.5,119
920,117.5,-323.5,177
921,176.5,-323.5,177
922,117.5,-264.5,177
923,176.5,-264.5,177
924,117.5,-323.5,235
925,176.5,-323.5,235
926,117.5,-264.5,235
927,176.5,-264.5,235
928,117.5,-323.5,293
929,176.5,-323.5,293
930,117.5,-264.5,293
931,176.5,-264.5,293
932,117.5,-323.5,351
933,176.5,-323.5,351
934,117.5,-264.5,351
935,176.5,-264.5,351
936,-176.5,-323.5,-345
937,-117.5,-323.5,-345
938,-176.5,-264.5,-345
939,-117.5,-264.5,-345
940,-176.5,-323.5,-287
941,-117.5,-323.5,-287
942,-176.5,-264.5,-287
943,-117.5,-264.5,-287
944,-176.5,-323.5,-229
945,-117.5,-323.5,-229
946,-176.5,-264.5,-229
947,-117.5,-264.5,-229
948,-176.5,-323.5,-171
949,-117.5,-323.5,-171
950,-176.5,-264.5,-171
951,-117.5,-264.5,-171
952,-176.5,-323.5,-113
953,-117.5,-323.5,-113
954,-176.5,-264.5,-113
955,-117.5,-264.5,-113
956,-176.5,-323.5,-55
957,-117.5,-323.5,-55
958,-176.5,-264.5,-55
959,-117.5,-264.5,-55
960,-176.5,-323.5,3
961,-117.5,-323.5,3
962,-176.5,-264.5,3
963,-117.5,-264.5,3
964,-176.5,-323.5,61
965,-117.5,-323.5,61
966,-176.5,-264.5,61
967,-117.5,-264.5,61
968,-176.5,-323.5,119
969,-117.5,-323.5,119
970,-176.5,-264.5,119
971,-117.5,-264.5,119
972,-176.5,-323.5,177
